KeyID,MAE,MAPE,MSE,RMSE
227,0.0,0.0,0.0,0.0
227,4.97795002074709,0.09376825874021287,57.03043601046347,7.551849840301611
227,9.325747430630848,0.1732875072411537,167.41327445636432,12.938828171684031
227,6.278878166491836,0.09061946118768581,71.96697426291291,8.483335090806735
227,7.559496503643612,0.14143590283557939,109.4415758853549,10.461432783579642
227,6.61191842237094,0.12870046837216256,92.18502147004354,9.60130311312186
227,0.0,0.0,0.0,0.0
227,6.687686758588456,0.18574745402267012,101.79802392544858,10.089500677706928
814,2.63439960036785,0.04648260504510751,26.07608080513329,5.106474400712618
814,0.0,0.0,0.0,0.0
1204,0.0,0.0,0.0,0.0
1204,4.628751424278275,0.11701774923628419,41.82786541839621,6.467446591847219
1204,0.0,0.0,0.0,0.0
1204,0.0,0.0,0.0,0.0
1204,5.456838698972545,0.14138853971258258,54.35769581496761,7.372767174878616
1204,0.0,0.0,0.0,0.0
1204,0.0,0.0,0.0,0.0
1204,3.3555735002804687,0.08279354625817156,30.498220065439558,5.5225193585391406
1204,3.06430477378226,0.059537044858452653,16.68187308201873,4.084344877947837
1204,4.684465213292127,0.10234603328321076,35.63191437006776,5.969247387239681
1204,4.999767245828093,0.09174939469447375,52.73892934595757,7.2621573479206285
1204,3.9550803238056607,0.0779259741949241,25.95261127539165,5.0943705475153305
1204,4.157808759423578,0.08146859375777911,35.50695686121547,5.95877142213187
1204,0.0,0.0,0.0,0.0
1204,0.0,0.0,0.0,0.0
1204,0.0,0.0,0.0,0.0
1204,2.7032976236644526,0.061610933996030876,13.324789481857852,3.65031361417863
1204,0.0,0.0,0.0,0.0
1204,2.787530954510424,0.06005364317720526,13.549409572538913,3.6809522643656916
1204,0.0,0.0,0.0,0.0
1204,0.0,0.0,0.0,0.0
1204,0.0,0.0,0.0,0.0
1204,3.585970873509384,0.09626655104716926,24.01200872400549,4.900204967550387
1204,0.0,0.0,0.0,0.0
1204,0.0,0.0,0.0,0.0
1204,2.446945875377276,0.038376170008007526,26.084425417852422,5.107291397389855
1204,0.0,0.0,0.0,0.0
1204,0.0,0.0,0.0,0.0
492,0.0,0.0,0.0,0.0
584,6.492506193182335,0.22548206511882696,119.62022037219549,10.937102924092628
584,6.3452615436291975,0.14221745209181302,86.80883323414058,9.31712580327971
584,5.9485681903294685,0.11852534556311849,74.16110595606041,8.611684269413296
584,5.277041918034034,0.08785285874943735,62.63656280002687,7.914326427436947
584,8.605665787001783,0.18728802430596608,144.5284965777174,12.022000523112506
584,3.409535626458719,0.07682879789161684,33.75314738013319,5.809745896348066
584,9.391185230281948,0.2792743834959712,234.77265685537935,15.322292806736835
584,5.309840272634073,0.10607365162942299,57.877816907052086,7.607747163717527
584,2.8561295476244557,0.06450839607790082,19.657235778824568,4.433648134304815
584,11.028310386503442,0.21954463335226984,275.9312730932069,16.61117916022842
1306,0.0,0.0,0.0,0.0
1306,11.12163139047463,0.7736673610774188,294.2211827090737,17.15287680562866
1306,8.603896440755443,0.7966712808658174,151.8403637544475,12.32235220055195
1306,12.90336628086953,0.7245063791880181,429.8264653130852,20.73225663822164
1306,8.580858530806522,0.6601832151829821,198.56769992826966,14.091405179337853
1306,0.0,0.0,0.0,0.0
1306,0.0,0.0,0.0,0.0
1306,13.976516727677657,1.5272285509636814,536.398610102658,23.160280872706576
1306,20.371587255721114,0.5229898243079111,682.4866134572144,26.124444749261453
534,3.6541481613364595,0.05556238872125775,51.11307332758104,7.14934076174727
534,5.854797424057845,0.12606188024725262,58.175992513878995,7.627318828650012
534,0.0,0.0,0.0,0.0
534,8.563966033750201,0.15849952247636223,153.36095500288536,12.383899022637635
534,4.507189960607331,0.07201148587771862,47.91654699421876,6.9221779083044925
534,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0
296,3.329544094007449,0.04851504219655749,37.08337088647824,6.089611718860098
718,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0
1129,3.6586886077266376,0.06557812747990072,30.402393452526816,5.513836545684576
1129,7.146755525930891,0.1392062992249571,102.3470488737323,10.116671827915162
1129,0.0,0.0,0.0,0.0
1129,2.515594423039289,0.04202026344903679,21.72972433902579,4.661515240672907
1129,5.625788276656821,0.09131395792808703,56.42566298796494,7.5117017371541674
1129,0.0,0.0,0.0,0.0
1129,0.0,0.0,0.0,0.0
1129,0.0,0.0,0.0,0.0
1129,5.148698379107675,0.07287743374957235,49.19038169887569,7.013585509486264
1129,0.0,0.0,0.0,0.0
1129,0.0,0.0,0.0,0.0
1129,1.7282937702815866,0.025691786024259526,9.913476790058137,3.148567418693482
1129,0.0,0.0,0.0,0.0
1129,0.0,0.0,0.0,0.0
615,7.856791505887595,0.1595512195296488,174.76520985218127,13.21987934332917
615,5.8264808623101985,0.10498272465097917,91.73574699625944,9.577878000698247
615,8.65877947402892,0.11456021184526283,174.50920481852728,13.210193216547866
615,7.518694512435336,0.13977333107687362,148.82698811985367,12.199466714568045
615,11.654110165289183,0.19902492386944456,263.0931648433027,16.220146881064384
615,0.0,0.0,0.0,0.0
1290,0.0,0.0,0.0,0.0
1290,3.932431691652574,0.06814189445383059,51.632849716707106,7.18560016398819
1290,7.68834528418091,0.15179379535111617,120.50958760606355,10.977685894853412
1290,4.389229301857431,0.09424216898826292,45.35442403912652,6.734569328407461
276,6.267703188036893,0.16175438847435608,90.18677971781598,9.496672033813528
276,5.493335589423665,0.15823801316783376,62.05830237166619,7.877709208371821
276,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0
276,6.824286033052705,0.21037614669094615,139.6104693016151,11.815687423997602
276,6.000426101470857,0.13336940143856987,61.93631250777931,7.869962675119833
